storeName,openingHours,storeType,products
CloudCafe,9:30 AM - 5:30 PM,Fast food restaurant,"[""sunglasses"",""hand sanitizers"",""travel pillows"",""travel guides""]"
CabinCafe,10:00 AM - 6:00 PM,Gift shop,"[""hand sanitizers"",""travel pillows"",""travel adapters""]"
TerminalTreats,9:00 AM - 5:00 PM,Duty-free shop,"[""earphones"",""portable chargers"",""magazines"",""hand sanitizers""]"
FlightFare,1:00 PM - 9:00 PM,Coffee shop,"[""postcards"",""luggage tags"",""umbrellas"",""sunglasses""]"
TerminalTreats,8:30 AM - 4:30 PM,Coffee shop,"[""travel adapters"",""books"",""magazines""]"
SkyMart,11:00 AM - 7:00 PM,Duty-free shop,"[""travel guides"",""portable chargers"",""sunglasses"",""umbrellas"",""books"",""luggage tags""]"
AirfieldAisle,9:30 AM - 5:30 PM,Clothing boutique,"[""travel adapters"",""earphones"",""travel pillows"",""water bottles""]"
AirsideBites,11:00 AM - 7:00 PM,Fast food restaurant,"[""travel adapters"",""books"",""magazines"",""postcards""]"
HangarHut,8:30 AM - 4:30 PM,Fast food restaurant,"[""magazines"",""postcards"",""luggage tags""]"
JetStop,11:00 AM - 7:00 PM,Gift shop,"[""books"",""hand sanitizers"",""postcards""]"
GateGoods,8:00 AM - 4:00 PM,Bookstore,"[""water bottles"",""travel guides"",""earphones""]"
FlightFare,7:00 AM - 3:00 PM,Fast food restaurant,"[""magazines"",""travel adapters"",""books""]"
AviatorAvenue,9:00 AM - 5:00 PM,Clothing boutique,"[""travel adapters"",""sunglasses"",""travel guides"",""travel pillows"",""travel-sized toiletries""]"
SkyLounge,12:00 PM - 8:00 PM,Duty-free shop,"[""travel-sized toiletries"",""books"",""umbrellas"",""portable chargers""]"
AeroAlley,9:00 AM - 5:00 PM,Gift shop,"[""travel guides"",""luggage tags"",""hand sanitizers"",""travel-sized toiletries"",""postcards""]"
FlyByShop,10:30 AM - 6:30 PM,Gift shop,"[""luggage tags"",""hand sanitizers"",""snacks"",""earphones"",""books""]"
RunwaySnack,10:00 AM - 6:00 PM,Bookstore,"[""travel guides"",""travel adapters"",""snacks"",""luggage tags"",""earphones""]"
AirsideBites,8:30 AM - 4:30 PM,Bookstore,"[""water bottles"",""luggage tags"",""travel adapters"",""earphones""]"
AviatorAvenue,11:00 AM - 7:00 PM,Clothing boutique,"[""travel-sized toiletries"",""earphones"",""books"",""postcards"",""luggage tags""]"
AirsideBites,7:00 AM - 3:00 PM,Spa,"[""earphones"",""magazines"",""snacks""]"
AeroAlley,8:00 AM - 4:00 PM,Clothing boutique,"[""portable chargers"",""umbrellas"",""hand sanitizers"",""magazines"",""travel adapters"",""snacks""]"
RunwaySnack,8:30 AM - 4:30 PM,Gift shop,"[""portable chargers"",""travel-sized toiletries"",""luggage tags"",""earphones"",""postcards"",""travel adapters""]"
HangarHut,1:00 PM - 9:00 PM,Clothing boutique,"[""travel pillows"",""snacks"",""travel-sized toiletries"",""postcards"",""portable chargers"",""earphones""]"
JetwayJunction,8:30 AM - 4:30 PM,Duty-free shop,"[""umbrellas"",""magazines"",""earphones"",""water bottles"",""postcards"",""travel guides""]"
AirfieldAisle,8:00 AM - 4:00 PM,Coffee shop,"[""earphones"",""umbrellas"",""travel-sized toiletries""]"
AirfieldAisle,8:00 AM - 4:00 PM,Duty-free shop,"[""snacks"",""portable chargers"",""umbrellas"",""postcards"",""luggage tags""]"
FlyByShop,9:00 AM - 5:00 PM,Clothing boutique,"[""hand sanitizers"",""luggage tags"",""travel adapters"",""magazines"",""books""]"
FlightFare,9:30 AM - 5:30 PM,Clothing boutique,"[""hand sanitizers"",""postcards"",""umbrellas"",""travel-sized toiletries"",""portable chargers""]"
TarmacTreats,7:00 AM - 3:00 PM,Duty-free shop,"[""umbrellas"",""water bottles"",""postcards"",""luggage tags""]"
PilotPickings,10:00 AM - 6:00 PM,Fast food restaurant,"[""postcards"",""travel guides"",""portable chargers""]"
TerminalTreats,8:30 AM - 4:30 PM,Clothing boutique,"[""travel guides"",""luggage tags"",""magazines"",""snacks"",""travel adapters"",""earphones""]"
SkyLounge,1:00 PM - 9:00 PM,Clothing boutique,"[""portable chargers"",""sunglasses"",""hand sanitizers"",""travel guides"",""water bottles""]"
RunwayRetail,7:00 AM - 3:00 PM,Clothing boutique,"[""travel-sized toiletries"",""portable chargers"",""earphones"",""luggage tags"",""water bottles""]"
TarmacTreats,10:30 AM - 6:30 PM,Gift shop,"[""travel adapters"",""travel-sized toiletries"",""snacks"",""umbrellas""]"
FlightFare,9:00 AM - 5:00 PM,Coffee shop,"[""hand sanitizers"",""travel-sized toiletries"",""travel guides"",""umbrellas"",""luggage tags"",""magazines""]"
JetStop,11:00 AM - 7:00 PM,Clothing boutique,"[""magazines"",""travel adapters"",""books"",""umbrellas"",""postcards"",""earphones""]"
SkyLounge,9:00 AM - 5:00 PM,Duty-free shop,"[""snacks"",""hand sanitizers"",""magazines"",""water bottles""]"
PilotPickings,7:00 AM - 3:00 PM,Duty-free shop,"[""travel adapters"",""snacks"",""earphones"",""magazines""]"
PropellerPantry,9:30 AM - 5:30 PM,Fast food restaurant,"[""travel guides"",""umbrellas"",""luggage tags"",""earphones"",""magazines""]"
WingMart,10:00 AM - 6:00 PM,Fast food restaurant,"[""travel pillows"",""portable chargers"",""sunglasses"",""magazines"",""books"",""snacks""]"
FlightFare,10:30 AM - 6:30 PM,Electronics store,"[""travel adapters"",""water bottles"",""earphones""]"
PropellerPantry,9:00 AM - 5:00 PM,Coffee shop,"[""travel pillows"",""water bottles"",""luggage tags"",""sunglasses"",""hand sanitizers"",""postcards""]"
CloudCafe,9:00 AM - 5:00 PM,Duty-free shop,"[""hand sanitizers"",""sunglasses"",""travel pillows""]"
FlyByShop,11:00 AM - 7:00 PM,Duty-free shop,"[""postcards"",""magazines"",""sunglasses""]"
RunwayRetail,7:00 AM - 3:00 PM,Spa,"[""postcards"",""snacks"",""portable chargers"",""travel-sized toiletries""]"
HangarHut,8:30 AM - 4:30 PM,Gift shop,"[""magazines"",""travel adapters"",""hand sanitizers""]"
SkyMart,7:00 AM - 3:00 PM,Clothing boutique,"[""water bottles"",""snacks"",""magazines""]"
RunwaySnack,11:00 AM - 7:00 PM,Clothing boutique,"[""portable chargers"",""magazines"",""sunglasses"",""travel guides"",""travel-sized toiletries"",""books""]"
TarmacTreats,9:30 AM - 5:30 PM,Fast food restaurant,"[""luggage tags"",""postcards"",""umbrellas""]"
SkywaySundries,10:30 AM - 6:30 PM,Fast food restaurant,"[""sunglasses"",""luggage tags"",""travel pillows"",""travel-sized toiletries"",""travel guides"",""books""]"
RunwayRetail,1:00 PM - 9:00 PM,Spa,"[""earphones"",""umbrellas"",""magazines"",""hand sanitizers"",""snacks"",""postcards""]"
SkywaySundries,10:00 AM - 6:00 PM,Electronics store,"[""sunglasses"",""earphones"",""travel-sized toiletries"",""travel adapters"",""luggage tags""]"
SkyportShop,8:30 AM - 4:30 PM,Bookstore,"[""books"",""water bottles"",""postcards"",""portable chargers""]"
PilotPickings,9:00 AM - 5:00 PM,Clothing boutique,"[""umbrellas"",""travel-sized toiletries"",""books"",""portable chargers""]"
AviationAvenue,7:00 AM - 3:00 PM,Duty-free shop,"[""hand sanitizers"",""sunglasses"",""luggage tags""]"
JetwayJunction,1:00 PM - 9:00 PM,Bookstore,"[""sunglasses"",""travel guides"",""snacks"",""travel-sized toiletries"",""postcards"",""water bottles""]"
PilotPickings,9:00 AM - 5:00 PM,Bookstore,"[""travel adapters"",""earphones"",""sunglasses"",""magazines"",""luggage tags"",""hand sanitizers""]"
RunwayRetail,10:00 AM - 6:00 PM,Duty-free shop,"[""sunglasses"",""travel-sized toiletries"",""water bottles"",""books"",""hand sanitizers""]"
RunwaySnack,12:00 PM - 8:00 PM,Spa,"[""sunglasses"",""travel-sized toiletries"",""luggage tags"",""umbrellas"",""portable chargers""]"
RunwaySnack,12:00 PM - 8:00 PM,Duty-free shop,"[""luggage tags"",""portable chargers"",""hand sanitizers"",""travel pillows""]"
WingMart,9:00 AM - 5:00 PM,Coffee shop,"[""sunglasses"",""books"",""travel-sized toiletries"",""earphones"",""hand sanitizers"",""travel guides""]"
RunwayRetail,9:30 AM - 5:30 PM,Clothing boutique,"[""snacks"",""portable chargers"",""travel adapters""]"
TarmacTreats,9:00 AM - 5:00 PM,Spa,"[""sunglasses"",""portable chargers"",""luggage tags"",""books"",""travel-sized toiletries"",""travel pillows""]"
SkyMart,7:00 AM - 3:00 PM,Electronics store,"[""magazines"",""water bottles"",""sunglasses"",""books"",""travel pillows"",""travel guides""]"
SkywaySundries,10:00 AM - 6:00 PM,Bookstore,"[""umbrellas"",""sunglasses"",""hand sanitizers""]"
RunwayRetail,1:00 PM - 9:00 PM,Bookstore,"[""luggage tags"",""travel guides"",""snacks"",""travel adapters"",""water bottles""]"
GateGoods,9:00 AM - 5:00 PM,Spa,"[""postcards"",""earphones"",""sunglasses"",""hand sanitizers"",""snacks""]"
SkywaySundries,7:00 AM - 3:00 PM,Bookstore,"[""water bottles"",""hand sanitizers"",""travel pillows""]"
SkyportShop,9:00 AM - 5:00 PM,Duty-free shop,"[""luggage tags"",""water bottles"",""sunglasses"",""umbrellas"",""hand sanitizers"",""portable chargers""]"
AeroAlley,7:00 AM - 3:00 PM,Fast food restaurant,"[""portable chargers"",""luggage tags"",""sunglasses"",""books"",""snacks"",""magazines""]"
CloudCafe,8:00 AM - 4:00 PM,Coffee shop,"[""postcards"",""travel guides"",""water bottles"",""umbrellas"",""travel-sized toiletries"",""magazines""]"
AirsideBites,12:00 PM - 8:00 PM,Clothing boutique,"[""magazines"",""sunglasses"",""hand sanitizers"",""water bottles"",""travel pillows"",""umbrellas""]"
AirsideBites,1:00 PM - 9:00 PM,Fast food restaurant,"[""water bottles"",""books"",""portable chargers"",""umbrellas"",""travel adapters""]"
CloudCafe,12:00 PM - 8:00 PM,Duty-free shop,"[""luggage tags"",""travel pillows"",""magazines"",""travel adapters""]"
FlyByShop,10:30 AM - 6:30 PM,Clothing boutique,"[""snacks"",""books"",""travel guides"",""hand sanitizers"",""travel pillows"",""travel-sized toiletries""]"
TarmacTreats,10:00 AM - 6:00 PM,Electronics store,"[""travel pillows"",""travel adapters"",""hand sanitizers"",""travel guides""]"
GateGoods,10:30 AM - 6:30 PM,Spa,"[""travel pillows"",""portable chargers"",""travel guides"",""magazines""]"
RunwayRetail,8:30 AM - 4:30 PM,Electronics store,"[""travel guides"",""travel pillows"",""portable chargers""]"
TerminalTreats,9:00 AM - 5:00 PM,Electronics store,"[""umbrellas"",""sunglasses"",""travel pillows""]"
AirsideBites,9:00 AM - 5:00 PM,Fast food restaurant,"[""travel adapters"",""sunglasses"",""snacks"",""water bottles"",""travel pillows""]"
AviatorAvenue,10:00 AM - 6:00 PM,Gift shop,"[""travel-sized toiletries"",""snacks"",""magazines"",""travel adapters"",""luggage tags""]"
AirsideBites,8:00 AM - 4:00 PM,Bookstore,"[""travel pillows"",""sunglasses"",""postcards"",""water bottles"",""books"",""luggage tags""]"
GateGoods,11:00 AM - 7:00 PM,Bookstore,"[""travel adapters"",""snacks"",""earphones"",""travel guides"",""sunglasses""]"
CockpitCorner,10:00 AM - 6:00 PM,Gift shop,"[""umbrellas"",""portable chargers"",""luggage tags"",""hand sanitizers"",""snacks""]"
CloudCafe,10:30 AM - 6:30 PM,Duty-free shop,"[""sunglasses"",""postcards"",""snacks"",""portable chargers"",""books"",""travel pillows""]"
GateGoods,7:00 AM - 3:00 PM,Spa,"[""travel pillows"",""earphones"",""snacks"",""luggage tags""]"
GateGoods,10:00 AM - 6:00 PM,Coffee shop,"[""earphones"",""hand sanitizers"",""travel adapters"",""postcards"",""water bottles"",""umbrellas""]"
PilotPickings,10:00 AM - 6:00 PM,Bookstore,"[""travel pillows"",""hand sanitizers"",""luggage tags"",""earphones"",""magazines"",""travel adapters""]"
RunwaySnack,10:00 AM - 6:00 PM,Bookstore,"[""travel adapters"",""portable chargers"",""postcards""]"
SkyLounge,11:00 AM - 7:00 PM,Clothing boutique,"[""sunglasses"",""travel pillows"",""umbrellas"",""travel guides"",""water bottles"",""hand sanitizers""]"
FlyByShop,8:30 AM - 4:30 PM,Fast food restaurant,"[""luggage tags"",""umbrellas"",""earphones"",""portable chargers"",""travel pillows""]"
FlightFare,8:00 AM - 4:00 PM,Coffee shop,"[""sunglasses"",""travel adapters"",""postcards"",""hand sanitizers"",""water bottles""]"
AirfieldAisle,8:00 AM - 4:00 PM,Clothing boutique,"[""travel pillows"",""magazines"",""books"",""travel guides"",""travel-sized toiletries""]"
SkyMart,10:00 AM - 6:00 PM,Coffee shop,"[""travel pillows"",""earphones"",""magazines"",""sunglasses""]"
AviatorAvenue,7:00 AM - 3:00 PM,Bookstore,"[""travel adapters"",""water bottles"",""portable chargers"",""books""]"
HangarHut,8:30 AM - 4:30 PM,Fast food restaurant,"[""postcards"",""umbrellas"",""travel guides"",""water bottles""]"
CloudCafe,10:00 AM - 6:00 PM,Electronics store,"[""travel pillows"",""portable chargers"",""magazines""]"
FlightFare,8:30 AM - 4:30 PM,Clothing boutique,"[""books"",""earphones"",""postcards"",""travel adapters"",""travel pillows"",""travel-sized toiletries""]"
SkyMart,7:00 AM - 3:00 PM,Coffee shop,"[""portable chargers"",""hand sanitizers"",""travel pillows"",""travel-sized toiletries"",""earphones"",""travel guides""]"
WingMart,7:00 AM - 3:00 PM,Bookstore,"[""hand sanitizers"",""portable chargers"",""travel adapters"",""water bottles"",""travel guides"",""sunglasses""]"
CloudCafe,8:30 AM - 4:30 PM,Duty-free shop,"[""hand sanitizers"",""earphones"",""travel-sized toiletries""]"
SkyportShop,9:00 AM - 5:00 PM,Coffee shop,"[""portable chargers"",""postcards"",""books"",""earphones""]"
SkyLounge,12:00 PM - 8:00 PM,Fast food restaurant,"[""hand sanitizers"",""luggage tags"",""snacks"",""postcards"",""travel adapters"",""travel guides""]"
SkywaySundries,12:00 PM - 8:00 PM,Gift shop,"[""travel adapters"",""travel guides"",""postcards"",""magazines"",""water bottles""]"
FlyByShop,12:00 PM - 8:00 PM,Gift shop,"[""umbrellas"",""magazines"",""travel-sized toiletries"",""postcards"",""travel guides""]"
AviatorAvenue,9:00 AM - 5:00 PM,Electronics store,"[""hand sanitizers"",""portable chargers"",""travel adapters""]"
TarmacTreats,9:00 AM - 5:00 PM,Fast food restaurant,"[""magazines"",""water bottles"",""travel-sized toiletries"",""travel adapters""]"
GateGoods,11:00 AM - 7:00 PM,Spa,"[""sunglasses"",""earphones"",""postcards"",""books""]"
HangarHut,8:30 AM - 4:30 PM,Clothing boutique,"[""umbrellas"",""postcards"",""water bottles""]"
SkyLounge,8:00 AM - 4:00 PM,Bookstore,"[""water bottles"",""umbrellas"",""books""]"
AviatorAvenue,1:00 PM - 9:00 PM,Duty-free shop,"[""hand sanitizers"",""luggage tags"",""travel pillows"",""magazines"",""portable chargers""]"
FlightFare,7:00 AM - 3:00 PM,Gift shop,"[""postcards"",""hand sanitizers"",""travel-sized toiletries""]"
FlyByShop,1:00 PM - 9:00 PM,Clothing boutique,"[""postcards"",""hand sanitizers"",""water bottles"",""earphones"",""travel guides""]"
JetwayJunction,1:00 PM - 9:00 PM,Electronics store,"[""portable chargers"",""travel pillows"",""books"",""sunglasses"",""luggage tags"",""travel guides""]"
HangarHut,9:00 AM - 5:00 PM,Spa,"[""travel guides"",""postcards"",""travel adapters"",""travel pillows"",""snacks""]"
TerminalTreats,10:00 AM - 6:00 PM,Fast food restaurant,"[""magazines"",""sunglasses"",""umbrellas"",""portable chargers"",""snacks"",""postcards""]"
AirfieldAisle,8:00 AM - 4:00 PM,Coffee shop,"[""books"",""magazines"",""luggage tags""]"
JetStop,8:30 AM - 4:30 PM,Duty-free shop,"[""umbrellas"",""water bottles"",""snacks"",""portable chargers""]"
PilotPickings,7:00 AM - 3:00 PM,Clothing boutique,"[""hand sanitizers"",""postcards"",""earphones"",""portable chargers""]"
SkyportShop,10:00 AM - 6:00 PM,Clothing boutique,"[""earphones"",""snacks"",""umbrellas"",""books""]"
SkyMart,10:00 AM - 6:00 PM,Fast food restaurant,"[""umbrellas"",""magazines"",""postcards"",""water bottles""]"
JetwayJunction,1:00 PM - 9:00 PM,Electronics store,"[""travel guides"",""earphones"",""luggage tags"",""snacks"",""magazines"",""hand sanitizers""]"
JetwayJunction,8:00 AM - 4:00 PM,Clothing boutique,"[""luggage tags"",""postcards"",""portable chargers"",""earphones"",""umbrellas"",""hand sanitizers""]"
AeroAlley,12:00 PM - 8:00 PM,Coffee shop,"[""luggage tags"",""travel pillows"",""travel-sized toiletries"",""postcards"",""umbrellas"",""travel adapters""]"
RunwayRetail,7:00 AM - 3:00 PM,Fast food restaurant,"[""postcards"",""water bottles"",""travel guides"",""travel pillows""]"
SkyMart,7:00 AM - 3:00 PM,Spa,"[""magazines"",""portable chargers"",""travel guides""]"
CabinCafe,10:00 AM - 6:00 PM,Coffee shop,"[""earphones"",""travel adapters"",""travel guides"",""travel pillows"",""postcards""]"
HangarHut,12:00 PM - 8:00 PM,Coffee shop,"[""umbrellas"",""travel guides"",""sunglasses"",""travel adapters""]"
TarmacTreats,10:30 AM - 6:30 PM,Spa,"[""sunglasses"",""travel-sized toiletries"",""hand sanitizers""]"
SkyportShop,11:00 AM - 7:00 PM,Duty-free shop,"[""luggage tags"",""sunglasses"",""books"",""travel adapters"",""postcards""]"
FlightFare,9:30 AM - 5:30 PM,Fast food restaurant,"[""umbrellas"",""water bottles"",""earphones"",""luggage tags"",""travel adapters"",""magazines""]"
RunwaySnack,1:00 PM - 9:00 PM,Fast food restaurant,"[""sunglasses"",""luggage tags"",""books"",""umbrellas""]"
AirsideBites,11:00 AM - 7:00 PM,Duty-free shop,"[""travel guides"",""luggage tags"",""snacks""]"
WingMart,12:00 PM - 8:00 PM,Clothing boutique,"[""earphones"",""travel guides"",""luggage tags"",""magazines"",""travel pillows"",""books""]"
TerminalTreats,9:30 AM - 5:30 PM,Bookstore,"[""books"",""hand sanitizers"",""travel guides"",""water bottles"",""luggage tags"",""sunglasses""]"
JetStop,10:30 AM - 6:30 PM,Bookstore,"[""earphones"",""hand sanitizers"",""travel pillows"",""books"",""water bottles""]"
AeroAlley,9:30 AM - 5:30 PM,Electronics store,"[""hand sanitizers"",""portable chargers"",""luggage tags"",""water bottles"",""postcards"",""umbrellas""]"
GateGoods,11:00 AM - 7:00 PM,Clothing boutique,"[""travel adapters"",""snacks"",""travel guides"",""travel pillows"",""water bottles"",""sunglasses""]"
WingMart,1:00 PM - 9:00 PM,Clothing boutique,"[""portable chargers"",""sunglasses"",""postcards""]"
SkywaySundries,7:00 AM - 3:00 PM,Bookstore,"[""travel-sized toiletries"",""travel guides"",""sunglasses"",""water bottles""]"
FlyByShop,9:30 AM - 5:30 PM,Electronics store,"[""hand sanitizers"",""postcards"",""snacks"",""travel guides"",""travel adapters""]"
GateGoods,9:00 AM - 5:00 PM,Gift shop,"[""umbrellas"",""magazines"",""portable chargers"",""travel adapters""]"
TerminalTreats,8:00 AM - 4:00 PM,Electronics store,"[""travel adapters"",""luggage tags"",""magazines"",""snacks""]"
SkyMart,10:00 AM - 6:00 PM,Clothing boutique,"[""travel pillows"",""water bottles"",""umbrellas""]"
RunwaySnack,11:00 AM - 7:00 PM,Spa,"[""hand sanitizers"",""luggage tags"",""snacks"",""travel pillows"",""magazines"",""postcards""]"
CloudCafe,10:30 AM - 6:30 PM,Duty-free shop,"[""travel pillows"",""earphones"",""portable chargers"",""books"",""water bottles"",""hand sanitizers""]"
CockpitCorner,8:30 AM - 4:30 PM,Clothing boutique,"[""portable chargers"",""snacks"",""magazines""]"
AviationAvenue,12:00 PM - 8:00 PM,Duty-free shop,"[""sunglasses"",""travel adapters"",""magazines"",""earphones""]"
FlightFare,1:00 PM - 9:00 PM,Duty-free shop,"[""travel pillows"",""travel adapters"",""portable chargers""]"
AviatorAvenue,9:30 AM - 5:30 PM,Electronics store,"[""postcards"",""magazines"",""books"",""portable chargers"",""earphones""]"
AviatorAvenue,7:00 AM - 3:00 PM,Clothing boutique,"[""sunglasses"",""umbrellas"",""travel-sized toiletries"",""portable chargers"",""water bottles"",""travel pillows""]"
SkyportShop,7:00 AM - 3:00 PM,Duty-free shop,"[""postcards"",""travel pillows"",""books"",""water bottles"",""luggage tags""]"
SkyMart,7:00 AM - 3:00 PM,Spa,"[""travel adapters"",""earphones"",""postcards"",""umbrellas"",""travel pillows"",""snacks""]"
AirfieldAisle,12:00 PM - 8:00 PM,Electronics store,"[""earphones"",""postcards"",""travel adapters""]"
TarmacTreats,8:30 AM - 4:30 PM,Bookstore,"[""umbrellas"",""travel guides"",""books""]"
GateGoods,10:30 AM - 6:30 PM,Spa,"[""water bottles"",""hand sanitizers"",""portable chargers"",""travel-sized toiletries""]"
TarmacTreats,8:30 AM - 4:30 PM,Fast food restaurant,"[""travel adapters"",""magazines"",""travel-sized toiletries"",""umbrellas"",""portable chargers"",""snacks""]"
SkywaySundries,9:30 AM - 5:30 PM,Clothing boutique,"[""travel pillows"",""hand sanitizers"",""travel-sized toiletries"",""travel guides""]"
RunwayRetail,10:00 AM - 6:00 PM,Spa,"[""travel pillows"",""travel adapters"",""sunglasses""]"
AviatorAvenue,11:00 AM - 7:00 PM,Clothing boutique,"[""earphones"",""postcards"",""snacks""]"
SkywaySundries,10:00 AM - 6:00 PM,Fast food restaurant,"[""snacks"",""earphones"",""travel adapters"",""postcards"",""books"",""travel-sized toiletries""]"
CabinCafe,7:00 AM - 3:00 PM,Coffee shop,"[""books"",""sunglasses"",""postcards"",""hand sanitizers""]"
TarmacTreats,12:00 PM - 8:00 PM,Clothing boutique,"[""travel-sized toiletries"",""water bottles"",""luggage tags"",""snacks"",""travel pillows""]"
SkyportShop,12:00 PM - 8:00 PM,Fast food restaurant,"[""travel guides"",""hand sanitizers"",""portable chargers"",""books"",""water bottles"",""travel adapters""]"
CockpitCorner,8:00 AM - 4:00 PM,Coffee shop,"[""travel-sized toiletries"",""magazines"",""postcards"",""travel pillows"",""travel guides""]"
AirfieldAisle,12:00 PM - 8:00 PM,Coffee shop,"[""travel guides"",""postcards"",""books"",""travel-sized toiletries""]"
PropellerPantry,7:00 AM - 3:00 PM,Electronics store,"[""postcards"",""portable chargers"",""travel pillows"",""books"",""umbrellas""]"
TerminalTreats,9:00 AM - 5:00 PM,Fast food restaurant,"[""travel pillows"",""sunglasses"",""portable chargers"",""hand sanitizers""]"
SkyMart,11:00 AM - 7:00 PM,Duty-free shop,"[""umbrellas"",""travel-sized toiletries"",""magazines"",""hand sanitizers"",""snacks""]"
WingMart,11:00 AM - 7:00 PM,Duty-free shop,"[""earphones"",""umbrellas"",""magazines"",""luggage tags""]"
PropellerPantry,1:00 PM - 9:00 PM,Coffee shop,"[""hand sanitizers"",""luggage tags"",""travel pillows"",""earphones"",""books"",""portable chargers""]"
CockpitCorner,1:00 PM - 9:00 PM,Gift shop,"[""travel-sized toiletries"",""hand sanitizers"",""portable chargers"",""snacks"",""travel adapters"",""water bottles""]"
SkyMart,7:00 AM - 3:00 PM,Gift shop,"[""books"",""travel adapters"",""travel guides"",""travel-sized toiletries"",""water bottles""]"
PropellerPantry,9:00 AM - 5:00 PM,Bookstore,"[""magazines"",""travel pillows"",""umbrellas"",""sunglasses"",""snacks"",""portable chargers""]"
WingMart,1:00 PM - 9:00 PM,Gift shop,"[""travel pillows"",""travel adapters"",""snacks"",""sunglasses"",""luggage tags""]"
PilotPickings,8:00 AM - 4:00 PM,Gift shop,"[""books"",""snacks"",""magazines""]"
SkywaySundries,1:00 PM - 9:00 PM,Clothing boutique,"[""travel guides"",""luggage tags"",""travel adapters"",""books"",""magazines""]"
HangarHut,11:00 AM - 7:00 PM,Electronics store,"[""books"",""water bottles"",""magazines"",""umbrellas"",""travel guides""]"
WingMart,9:00 AM - 5:00 PM,Fast food restaurant,"[""travel adapters"",""books"",""travel-sized toiletries"",""travel guides"",""magazines""]"
AeroAlley,9:00 AM - 5:00 PM,Electronics store,"[""earphones"",""postcards"",""umbrellas""]"
SkyLounge,7:00 AM - 3:00 PM,Gift shop,"[""hand sanitizers"",""luggage tags"",""travel guides"",""sunglasses"",""postcards""]"
SkyMart,11:00 AM - 7:00 PM,Duty-free shop,"[""sunglasses"",""magazines"",""travel adapters"",""books""]"
TerminalTreats,10:00 AM - 6:00 PM,Electronics store,"[""books"",""travel-sized toiletries"",""sunglasses"",""postcards""]"
SkywaySundries,10:30 AM - 6:30 PM,Coffee shop,"[""sunglasses"",""luggage tags"",""travel pillows"",""travel guides"",""umbrellas""]"
CabinCafe,1:00 PM - 9:00 PM,Electronics store,"[""travel guides"",""travel adapters"",""magazines""]"
CabinCafe,7:00 AM - 3:00 PM,Bookstore,"[""travel guides"",""snacks"",""postcards""]"
CloudCafe,9:00 AM - 5:00 PM,Clothing boutique,"[""travel guides"",""books"",""water bottles""]"
SkyLounge,1:00 PM - 9:00 PM,Bookstore,"[""travel pillows"",""earphones"",""umbrellas"",""snacks"",""luggage tags""]"
TarmacTreats,10:00 AM - 6:00 PM,Fast food restaurant,"[""magazines"",""postcards"",""snacks"",""books"",""luggage tags""]"
RunwaySnack,1:00 PM - 9:00 PM,Spa,"[""earphones"",""travel-sized toiletries"",""magazines"",""travel adapters""]"
AirsideBites,9:30 AM - 5:30 PM,Coffee shop,"[""postcards"",""sunglasses"",""books"",""travel adapters"",""earphones""]"
AviationAvenue,10:30 AM - 6:30 PM,Duty-free shop,"[""travel-sized toiletries"",""hand sanitizers"",""umbrellas"",""sunglasses"",""travel adapters"",""portable chargers""]"
RunwayRetail,10:00 AM - 6:00 PM,Fast food restaurant,"[""umbrellas"",""travel pillows"",""travel-sized toiletries"",""magazines""]"
RunwaySnack,9:00 AM - 5:00 PM,Duty-free shop,"[""hand sanitizers"",""travel-sized toiletries"",""postcards"",""earphones"",""travel guides"",""books""]"
AviatorAvenue,1:00 PM - 9:00 PM,Electronics store,"[""travel-sized toiletries"",""luggage tags"",""postcards"",""snacks""]"
FlightFare,7:00 AM - 3:00 PM,Spa,"[""magazines"",""water bottles"",""books"",""travel pillows"",""travel guides""]"
JetwayJunction,7:00 AM - 3:00 PM,Electronics store,"[""water bottles"",""portable chargers"",""earphones"",""travel-sized toiletries""]"
JetwayJunction,8:00 AM - 4:00 PM,Gift shop,"[""umbrellas"",""travel-sized toiletries"",""snacks"",""portable chargers"",""magazines"",""sunglasses""]"
SkyLounge,12:00 PM - 8:00 PM,Duty-free shop,"[""travel pillows"",""travel adapters"",""books""]"
CloudCafe,10:00 AM - 6:00 PM,Duty-free shop,"[""water bottles"",""hand sanitizers"",""luggage tags"",""travel guides"",""postcards""]"
PilotPickings,11:00 AM - 7:00 PM,Duty-free shop,"[""travel adapters"",""earphones"",""travel pillows""]"
CockpitCorner,9:00 AM - 5:00 PM,Gift shop,"[""travel pillows"",""travel adapters"",""books"",""magazines"",""snacks"",""water bottles""]"
PropellerPantry,10:30 AM - 6:30 PM,Bookstore,"[""luggage tags"",""travel guides"",""travel adapters"",""hand sanitizers"",""portable chargers""]"
AirfieldAisle,1:00 PM - 9:00 PM,Electronics store,"[""snacks"",""earphones"",""luggage tags"",""travel-sized toiletries""]"
TarmacTreats,8:30 AM - 4:30 PM,Coffee shop,"[""snacks"",""sunglasses"",""travel guides"",""postcards"",""portable chargers""]"
SkyMart,9:30 AM - 5:30 PM,Duty-free shop,"[""earphones"",""snacks"",""luggage tags"",""travel adapters"",""portable chargers""]"
CloudCafe,10:00 AM - 6:00 PM,Bookstore,"[""hand sanitizers"",""earphones"",""umbrellas"",""postcards""]"
